signer,batch,label,source_folder,source_path,dest_path,status,shape,error
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_017.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_047_AA4C3E97.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_018.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_048_E1B1CCEE.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_019.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_049_A628F030.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_020.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_050_6BFE7932.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_021.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_051_01B93705.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_022.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_052_3C7AB9C1.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_023.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_053_17E4F91D.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_024.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_054_73E658D6.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_025.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_055_20C247FC.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_026.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_056_F71FEFD9.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_027.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_057_8425069B.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_028.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_058_0789799F.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_029.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_059_1A3A4D98.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_030.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_060_FCFF67C0.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_031.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_061_B302212E.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_032.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_062_8C59FADF.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_033.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_063_21F601EE.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_034.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_064_9C5CA315.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_035.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_065_1AE224E7.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_036.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_066_D62EF379.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_037.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_067_84495514.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_038.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_068_25A83304.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_039.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_069_91F0CA06.npy,copied,"(30, 225)",
MARIELLA,DIRECT,THANKYOU,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\THANKYOU\MARIELLA_THANKYOU_040.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_070_D2883367.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_001.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_031_EC6DA3C6.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_002.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_032_A084E0BF.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_003.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_033_FF934368.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_004.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_034_8732922C.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_005.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_035_72EF6293.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_006.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_036_D22E0759.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_007.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_037_FCF4AAB5.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_008.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_038_EC371BA2.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_009.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_039_A6640CB0.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_010.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_040_E507D6DC.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_011.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_041_C2BF0B06.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_012.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_042_AC379D3F.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_013.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_043_4AE26D5E.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_014.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_044_DBAB562A.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_015.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_045_FDA80673.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_016.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_046_0EB79AE2.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_017.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_047_2AD4BE9B.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_018.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_048_8FC54460.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_019.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_049_1358A3D1.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_020.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_050_DDFF446A.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_021.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_051_A827A053.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_022.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_052_E4D2DE22.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_023.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_053_5D79E371.npy,copied,"(30, 225)",
MARIELLA,DIRECT,WATER,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\MARIELLA\recorded_features\fullsign225_manual5_team_features\recorded_features\fullsign225_manual5_team_features\WATER\MARIELLA_WATER_024.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_054_3BB71FE4.npy,copied,"(30, 225)",
