path,meta_path,label,signer_id,recording_session,source_video,device_model,source,feature_version,feature_version_source,content_sha256,pose_presence_ratio,hand_presence_ratio,split
external_datasets\fsl_features\DEAF\fsl105_4_w18.npy,external_datasets\fsl_features\DEAF\fsl105_4_w18.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9cb4172dab48db46dc5774c3c87400afab6c0185b9baf0e962a8da022ca4fdc2,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w19.npy,external_datasets\fsl_features\DEAF\fsl105_4_w19.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,c47d95b2b09b53c400ee303c4881ccecdc21c6699d012118d0175a8f7188fd64,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w20.npy,external_datasets\fsl_features\DEAF\fsl105_4_w20.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,1d1acfff5a07ba7365d1c30e3e13a61f3819af0df909a4a77b39e659be1857d1,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w21.npy,external_datasets\fsl_features\DEAF\fsl105_4_w21.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2dae12c1a6ae1b7edbbadba6165ffea5d8e369e2c829e1f15f0ee580606ba631,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w22.npy,external_datasets\fsl_features\DEAF\fsl105_4_w22.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,739dd88fc5804e7a4037ec74ebe3d96f806646a2e1be37682967ef06124e0afa,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w23.npy,external_datasets\fsl_features\DEAF\fsl105_4_w23.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,19e2284fec83efe47e226442fc57c5975b18a7402f2e6d31a04df34974e993b6,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w24.npy,external_datasets\fsl_features\DEAF\fsl105_4_w24.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,943d174dc348f92fe9550f2d53e5ac9f8f634a395d839be5f804cba468230400,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w25.npy,external_datasets\fsl_features\DEAF\fsl105_4_w25.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,062594c1daaa39723c5efa2bbda45f0fa6d92197c2f1907a41a03d38cd9a7d22,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w26.npy,external_datasets\fsl_features\DEAF\fsl105_4_w26.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d1334b631f6cd2bb5040dd36e1490daf0952343b58c93a65231c4bf1d63117b8,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_4_w27.npy,external_datasets\fsl_features\DEAF\fsl105_4_w27.meta.json,DEAF,fsl105_4,clips/66/4.MOV,clips/66/4.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7fe150b1f10ace029396722c3a689132354cce71ac81786c266d9bdaa82bb0e8,1.0,0.85,train
external_datasets\fsl_features\DEAF\fsl105_7_w16.npy,external_datasets\fsl_features\DEAF\fsl105_7_w16.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,8d8d1d897302ada1158f68985520da75a38c995d5eae22e4f519cd1a38c8f558,1.0,0.75,train
external_datasets\fsl_features\DEAF\fsl105_7_w17.npy,external_datasets\fsl_features\DEAF\fsl105_7_w17.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,348bbf44343edc3662e69e50e8405f162b45ec5724965f150de9b444222daea8,1.0,0.7,train
external_datasets\fsl_features\DEAF\fsl105_7_w18.npy,external_datasets\fsl_features\DEAF\fsl105_7_w18.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,575c059a3502780a40705afa1095919b65235f856250ff2e6198008fe48b3e4c,1.0,0.7,train
external_datasets\fsl_features\DEAF\fsl105_7_w19.npy,external_datasets\fsl_features\DEAF\fsl105_7_w19.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d0a55b88e2df8da7fdb55eb9c6a372394065b36780993022fb9b54a97195c1e7,1.0,0.9,train
external_datasets\fsl_features\DEAF\fsl105_7_w20.npy,external_datasets\fsl_features\DEAF\fsl105_7_w20.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,8164ccd7b67fc77eaba5b7058b11f6c3a7bae3301e563693d26587881d61fe1a,1.0,0.9,train
external_datasets\fsl_features\DEAF\fsl105_7_w21.npy,external_datasets\fsl_features\DEAF\fsl105_7_w21.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,ecb8b5cd744b84d37ce4c8ad6062fe58895577894c495f5af0f9e55ec7d23e93,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_7_w22.npy,external_datasets\fsl_features\DEAF\fsl105_7_w22.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,09e070bd79382c0472df933701dae36e6bb37c0fbb2745a8e5d741c96053b389,1.0,0.95,train
external_datasets\fsl_features\DEAF\fsl105_7_w23.npy,external_datasets\fsl_features\DEAF\fsl105_7_w23.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2a739ab6ad6f0e4f86201718174fa61738471613a37e7b9569e160b552593cb9,1.0,0.95,train
external_datasets\fsl_features\DEAF\fsl105_7_w24.npy,external_datasets\fsl_features\DEAF\fsl105_7_w24.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,b859f1723828dc88baceb9a0184f8cc9b612158bb352de6197f0af41c1746035,1.0,0.95,train
external_datasets\fsl_features\DEAF\fsl105_7_w25.npy,external_datasets\fsl_features\DEAF\fsl105_7_w25.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,381ce708ef4bb09a65f57c4c976245926c4158acc3531eb79c511f72b5ff1093,1.0,0.95,train
external_datasets\fsl_features\DEAF\fsl105_7_w26.npy,external_datasets\fsl_features\DEAF\fsl105_7_w26.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,84821ab648e3fb4db88dff3c7e474f36d2bcf82bece0a7f52e39dd8e2d5afab2,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_7_w27.npy,external_datasets\fsl_features\DEAF\fsl105_7_w27.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,fb9e38975cb448204e7cf311b97a901ddebe1245cae7baa573b32dbcc7cb9647,1.0,0.95,train
external_datasets\fsl_features\DEAF\fsl105_7_w28.npy,external_datasets\fsl_features\DEAF\fsl105_7_w28.meta.json,DEAF,fsl105_7,clips/66/7.MOV,clips/66/7.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,fc2e099ec0ffde8eae305d7e9a908ccdf1195094b3874153edd9085030c7b6e7,1.0,0.7,train
external_datasets\fsl_features\DEAF\fsl105_8_w13.npy,external_datasets\fsl_features\DEAF\fsl105_8_w13.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,3a3408e66e550d4db705d61aa8a3d1007b92214c56739c57b353c92540cd744c,1.0,0.65,test
external_datasets\fsl_features\DEAF\fsl105_8_w14.npy,external_datasets\fsl_features\DEAF\fsl105_8_w14.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,811c1afc66e73a6c0636fc35d61976b6ea7bf9c8f01c8685ca6a130a16f4df58,1.0,0.9,test
external_datasets\fsl_features\DEAF\fsl105_8_w15.npy,external_datasets\fsl_features\DEAF\fsl105_8_w15.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,21d74748368b9e99412e477466d37eff0746883e54d10cb1a9e34c65379f2962,1.0,1.0,test
external_datasets\fsl_features\DEAF\fsl105_8_w16.npy,external_datasets\fsl_features\DEAF\fsl105_8_w16.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,a5290f4f724365891dc4713748ea878e2ecaaa33f5b205fe6e58daaccc65dca2,1.0,1.0,test
external_datasets\fsl_features\DEAF\fsl105_8_w17.npy,external_datasets\fsl_features\DEAF\fsl105_8_w17.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,188e7e6b47a52e8208dd877498ebb85c616f9d1570451d6c9423ac72d1e47cde,1.0,0.9,test
external_datasets\fsl_features\DEAF\fsl105_8_w18.npy,external_datasets\fsl_features\DEAF\fsl105_8_w18.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7fa202f7ec88851fdb53d23a515d7cd0e220119c0bc7231f5797e3030e96b2aa,1.0,0.85,test
external_datasets\fsl_features\DEAF\fsl105_8_w19.npy,external_datasets\fsl_features\DEAF\fsl105_8_w19.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,cb999d157100491bed3cd85e2c2eb18a237867f1cef6bc0ac8e85047ecb3d881,1.0,0.85,test
external_datasets\fsl_features\DEAF\fsl105_8_w20.npy,external_datasets\fsl_features\DEAF\fsl105_8_w20.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d0d1776d88efbbd426f2f497017d8885e7bc058cbfd79f8f5a77682cd622114b,1.0,0.85,test
external_datasets\fsl_features\DEAF\fsl105_8_w21.npy,external_datasets\fsl_features\DEAF\fsl105_8_w21.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,11c1ac079ac44db4e573bb5572a2f01cec6c17219ffa8e3f886e000a781292ce,1.0,0.95,test
external_datasets\fsl_features\DEAF\fsl105_8_w22.npy,external_datasets\fsl_features\DEAF\fsl105_8_w22.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,29b0f0ef4de9c2a3c60428febab79f95f28e99f6b88a2c63a2579d0e6692e621,1.0,1.0,test
external_datasets\fsl_features\DEAF\fsl105_8_w23.npy,external_datasets\fsl_features\DEAF\fsl105_8_w23.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,88efd365cd8c8fc8e90be0bc65a1fa97fb00c2a31a8549ce3d86aee690e15d1b,1.0,1.0,test
external_datasets\fsl_features\DEAF\fsl105_8_w24.npy,external_datasets\fsl_features\DEAF\fsl105_8_w24.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,18281c50f26dc4505128a276af3d7a3bac925dbd670d61a94572a27746093561,1.0,1.0,test
external_datasets\fsl_features\DEAF\fsl105_8_w25.npy,external_datasets\fsl_features\DEAF\fsl105_8_w25.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2e7b4baa1291e88763229c9281098915e54325722e03b13d50811df7654896e9,1.0,0.9,test
external_datasets\fsl_features\DEAF\fsl105_8_w26.npy,external_datasets\fsl_features\DEAF\fsl105_8_w26.meta.json,DEAF,fsl105_8,clips/66/8.MOV,clips/66/8.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7cb09b30af99e9210302bb20d198fe2adb9bccd43ce86f999d078acb35e6302f,1.0,0.65,test
external_datasets\fsl_features\DEAF\fsl105_9_w21.npy,external_datasets\fsl_features\DEAF\fsl105_9_w21.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,6277064f8083af373bd61d8cfc7498a838da2ea462bcc3ba7294e1325e8d5f8b,1.0,0.75,train
external_datasets\fsl_features\DEAF\fsl105_9_w22.npy,external_datasets\fsl_features\DEAF\fsl105_9_w22.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2bebdc7059cee7bf6432e9c0fe449f0203d0ac332c91c9ed58560078d49069e8,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w23.npy,external_datasets\fsl_features\DEAF\fsl105_9_w23.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e1d20066455526d1ed0b9dcf92a03a5300a419bbcd33e42196e857cb082c9174,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w24.npy,external_datasets\fsl_features\DEAF\fsl105_9_w24.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,836d8c36c083a8606a4bc64a55f0794f27b2b3b7bf06d274c4160e971cc595ef,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w25.npy,external_datasets\fsl_features\DEAF\fsl105_9_w25.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,35498bf4c98d474df334c364ce09cbf007b5cb9339129be37513b95f2650f170,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w26.npy,external_datasets\fsl_features\DEAF\fsl105_9_w26.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,054bd7ae33af9b81dff9508f20681c7e38d6eb52eb3a6e5c378cbccb523a8315,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w27.npy,external_datasets\fsl_features\DEAF\fsl105_9_w27.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7a33ad809785bbb6f857fdf57bed3374d8dc85e8b2adc85885221de0c5970eb3,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w28.npy,external_datasets\fsl_features\DEAF\fsl105_9_w28.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,3bd326610f41a54fbcacb6823c3b4d161db0c3f337967902203a37f4be4f69a0,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w29.npy,external_datasets\fsl_features\DEAF\fsl105_9_w29.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9b16e2e8e807e6504a5e883bc9c5fbd1badc9a6d1f1014533d777f176eacf799,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w30.npy,external_datasets\fsl_features\DEAF\fsl105_9_w30.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,176579c4a661d2bd957d72358bd65c33d25acce8e51c46596d89580e47780be6,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w31.npy,external_datasets\fsl_features\DEAF\fsl105_9_w31.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,38fb892f53d2e3227824f5424259455eb940c91f30da155874c2f7a6b87e62e6,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w32.npy,external_datasets\fsl_features\DEAF\fsl105_9_w32.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e40c84d51eaf6b7145d3ef574f45556b7065f06651c16902fcb759022c1bdecd,1.0,1.0,train
external_datasets\fsl_features\DEAF\fsl105_9_w33.npy,external_datasets\fsl_features\DEAF\fsl105_9_w33.meta.json,DEAF,fsl105_9,clips/66/9.MOV,clips/66/9.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,8392700ac49aef5cbac01686c55de2fd61d3a7fddbb018c64c068099b5edab07,1.0,0.8,train
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w20.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w20.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,bf9f58f1cd4561530d7936e2f2646f7e785ff9405e912505d2fbbb9dbe653c8f,1.0,0.85,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w21.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w21.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,b7737e32bebd7d213ed8ab2792354298fbf83bcd8aae9af7248bc240b497f0db,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w22.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w22.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,b91446fad566953c98b5298a16c07ee794dd221fcd89fb77c43c317270f92db9,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w23.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w23.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,4c4ea699060245b8d9034020eebd9c177cf6407d94328fe2b0419ae6d68e232a,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w24.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w24.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,a88dfaa53902b96e4c8a1ce88df0d4089b8defe2f9d8231b42dada6a7f28df4f,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w25.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w25.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7284d4ac09627c85213c5b38404b0c1d25f46820985ea1208e8d124abccf9a1c,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w26.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w26.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,50c767fcad69420793480e28901e347d881af19edd57bbb04166d79d9ffa057b,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w27.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w27.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,86d65973af6ac4a09ee302ab1ab08ff2d6dc0fe24cb109f662afc02c5b14415f,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w28.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w28.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,25b30aa40a0b52b48492dc96450845a1804b8c94876712c041758362bc19e92b,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w29.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w29.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d938051da95190f42484649a424b3344d638e00c8249cb4b51ada7c9c3ddfa3f,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w30.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w30.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e8b3969aba007a8120f1907627133c14e042dac8137f6dddcd3425c918487bd2,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w31.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w31.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9e9efa62b347fd2be094f65a51db2d053671c2695722bf3a6158fe91984c3621,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w32.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w32.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,4ceccc03e832acd05292c6723336cb24900d626576de8ac2d65763cc2fc095b3,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w33.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w33.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,056d34b4555613944a48562a0643566b23f603af503a6fb3aaa5fbb907369c61,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w34.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w34.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,1d739f18bb55ebb5cf45930765745050da24d1bec482b80d735f06348143156d,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w35.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w35.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,4d5fac5b73d7d878ecf2359369368238ef7a9c1e61f48da0747f5d663e5780bd,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w36.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w36.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,6041708f13482ed7ce7f1e80b2f3a70c880329775ad4fd96b4370eaa89652b61,1.0,1.0,test
external_datasets\fsl_features\DEAF BLIND\fsl105_0_w37.npy,external_datasets\fsl_features\DEAF BLIND\fsl105_0_w37.meta.json,DEAF BLIND,fsl105_0,clips/70/0.MOV,clips/70/0.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,fbd4ec245d150bb8f55e925ce3ca843a45e04d7d79a736526dcd4cb7c57b7594,1.0,1.0,test
