video_path,label,total_frames,left_present_frames,right_present_frames,both_present_frames,left_presence_ratio,right_presence_ratio,both_presence_ratio,left_motion_total,right_motion_total,left_motion_mean,right_motion_mean,dominant_hand,non_dominant_presence_ratio,non_dominant_motion_ratio,classification
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\19.MOV,IM FINE,244,0,73,0,0.0,0.29918,0.0,0.0,0.931357,0.0,0.013118,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\2.MOV,JUNE,244,0,79,0,0.0,0.32377,0.0,0.0,0.931614,0.0,0.012099,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\3.MOV,FATHER,244,0,85,0,0.0,0.348361,0.0,0.0,1.037842,0.0,0.012504,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\4.MOV,MOTHER,244,0,84,0,0.0,0.344262,0.0,0.0,0.925534,0.0,0.011151,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\5.MOV,UNDERSTAND,244,0,79,0,0.0,0.32377,0.0,0.0,0.943515,0.0,0.012415,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\6.MOV,SUGAR,244,0,90,0,0.0,0.368852,0.0,0.0,1.140113,0.0,0.012956,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\7.MOV,SUNDAY,244,0,92,0,0.0,0.377049,0.0,0.0,1.019641,0.0,0.011457,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\8.MOV,MONDAY,244,0,94,0,0.0,0.385246,0.0,0.0,1.027895,0.0,0.011296,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\13\9.MOV,COUSIN,244,0,101,0,0.0,0.413934,0.0,0.0,1.16411,0.0,0.011759,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\0.MOV,DEAF BLIND,244,0,97,0,0.0,0.397541,0.0,0.0,0.396083,0.0,0.004126,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\1.MOV,FEBRUARY,244,0,79,0,0.0,0.32377,0.0,0.0,0.582584,0.0,0.007566,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\10.MOV,YESTERDAY,244,0,81,0,0.0,0.331967,0.0,0.0,0.608439,0.0,0.007605,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\11.MOV,DON’T KNOW,244,0,72,0,0.0,0.295082,0.0,0.0,0.620336,0.0,0.008862,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\12.MOV,WEDNESDAY,244,0,75,0,0.0,0.307377,0.0,0.0,0.556684,0.0,0.007841,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\13.MOV,UNDERSTAND,244,0,75,0,0.0,0.307377,0.0,0.0,0.491544,0.0,0.006827,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\14.MOV,HARD OF HEARING,244,0,79,0,0.0,0.32377,0.0,0.0,0.478622,0.0,0.006216,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\15.MOV,NOVEMBER,244,0,77,0,0.0,0.315574,0.0,0.0,0.632354,0.0,0.008431,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\16.MOV,BLIND,244,0,66,0,0.0,0.270492,0.0,0.0,0.784183,0.0,0.012064,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\17.MOV,COLD,244,0,62,0,0.0,0.254098,0.0,0.0,0.792413,0.0,0.01299,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\18.MOV,GREEN,244,0,94,0,0.0,0.385246,0.0,0.0,0.67356,0.0,0.007321,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\19.MOV,IM FINE,244,0,87,0,0.0,0.356557,0.0,0.0,0.745334,0.0,0.008667,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\2.MOV,JUNE,244,2,73,2,0.008197,0.29918,0.008197,0.057975,0.660434,0.057975,0.009173,RIGHT,0.008197,0.087783,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\20.MOV,SEVEN,244,0,94,0,0.0,0.385246,0.0,0.0,0.804902,0.0,0.008655,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\3.MOV,FATHER,244,0,72,0,0.0,0.295082,0.0,0.0,0.587713,0.0,0.008396,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\4.MOV,MOTHER,244,0,82,0,0.0,0.336066,0.0,0.0,0.773445,0.0,0.009549,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\5.MOV,UNDERSTAND,244,0,70,0,0.0,0.286885,0.0,0.0,0.927521,0.0,0.013442,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\6.MOV,SUGAR,244,0,71,0,0.0,0.290984,0.0,0.0,0.781948,0.0,0.011171,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\7.MOV,SUNDAY,244,0,77,0,0.0,0.315574,0.0,0.0,0.631631,0.0,0.008311,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\8.MOV,MONDAY,244,0,82,0,0.0,0.336066,0.0,0.0,1.063058,0.0,0.013124,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\14\9.MOV,COUSIN,244,0,79,0,0.0,0.32377,0.0,0.0,0.803143,0.0,0.010297,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\0.MOV,DEAF BLIND,243,0,108,0,0.0,0.444444,0.0,0.0,0.917206,0.0,0.008572,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\1.MOV,FEBRUARY,243,0,90,0,0.0,0.37037,0.0,0.0,0.854414,0.0,0.0096,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\10.MOV,YESTERDAY,243,0,69,0,0.0,0.283951,0.0,0.0,0.739438,0.0,0.010874,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\11.MOV,DON’T KNOW,243,0,77,0,0.0,0.316872,0.0,0.0,0.732507,0.0,0.009638,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\12.MOV,WEDNESDAY,243,0,66,0,0.0,0.271605,0.0,0.0,0.697625,0.0,0.010733,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\13.MOV,UNDERSTAND,243,0,61,0,0.0,0.251029,0.0,0.0,0.458349,0.0,0.007903,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\14.MOV,HARD OF HEARING,243,0,68,0,0.0,0.279835,0.0,0.0,0.653569,0.0,0.009755,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\15.MOV,NOVEMBER,243,0,86,0,0.0,0.353909,0.0,0.0,1.018971,0.0,0.011988,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\16.MOV,BLIND,243,0,71,0,0.0,0.292181,0.0,0.0,0.887725,0.0,0.012866,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\17.MOV,COLD,243,0,80,0,0.0,0.329218,0.0,0.0,1.023187,0.0,0.013118,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\18.MOV,GREEN,243,0,90,0,0.0,0.37037,0.0,0.0,0.946718,0.0,0.010637,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\19.MOV,IM FINE,243,0,104,0,0.0,0.427984,0.0,0.0,1.144937,0.0,0.011225,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\2.MOV,JUNE,243,0,87,0,0.0,0.358025,0.0,0.0,0.955696,0.0,0.011113,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\3.MOV,FATHER,243,0,76,0,0.0,0.312757,0.0,0.0,0.884244,0.0,0.01179,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\4.MOV,MOTHER,243,0,70,0,0.0,0.288066,0.0,0.0,0.822053,0.0,0.011914,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\5.MOV,UNDERSTAND,244,0,77,0,0.0,0.315574,0.0,0.0,1.081725,0.0,0.014423,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\6.MOV,SUGAR,244,0,76,0,0.0,0.311475,0.0,0.0,1.065978,0.0,0.014213,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\7.MOV,SUNDAY,243,0,77,0,0.0,0.316872,0.0,0.0,1.58621,0.0,0.020871,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\8.MOV,MONDAY,243,0,87,0,0.0,0.358025,0.0,0.0,1.189466,0.0,0.01416,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\15\9.MOV,COUSIN,243,0,71,0,0.0,0.292181,0.0,0.0,1.005154,0.0,0.014567,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\0.MOV,DEAF BLIND,243,0,87,0,0.0,0.358025,0.0,0.0,0.673799,0.0,0.007927,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\1.MOV,FEBRUARY,243,1,75,1,0.004115,0.308642,0.004115,0.0,0.770822,0.0,0.010417,RIGHT,0.004115,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\10.MOV,YESTERDAY,243,0,68,0,0.0,0.279835,0.0,0.0,0.778036,0.0,0.011788,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\11.MOV,DON’T KNOW,243,0,64,0,0.0,0.263374,0.0,0.0,0.850815,0.0,0.013723,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\12.MOV,WEDNESDAY,243,0,78,0,0.0,0.320988,0.0,0.0,0.825789,0.0,0.010725,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\13.MOV,UNDERSTAND,243,0,72,0,0.0,0.296296,0.0,0.0,0.723813,0.0,0.010195,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\14.MOV,HARD OF HEARING,243,0,74,0,0.0,0.304527,0.0,0.0,0.7543,0.0,0.010476,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\15.MOV,NOVEMBER,243,0,76,0,0.0,0.312757,0.0,0.0,0.681155,0.0,0.009205,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\16.MOV,BLIND,243,0,99,0,0.0,0.407407,0.0,0.0,0.958132,0.0,0.009878,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\17.MOV,COLD,243,0,111,0,0.0,0.45679,0.0,0.0,0.968308,0.0,0.008803,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\18.MOV,GREEN,243,0,103,0,0.0,0.423868,0.0,0.0,0.867142,0.0,0.008501,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\19.MOV,IM FINE,243,0,107,0,0.0,0.440329,0.0,0.0,0.888521,0.0,0.008382,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\2.MOV,JUNE,243,0,72,0,0.0,0.296296,0.0,0.0,0.807109,0.0,0.011368,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\20.MOV,SEVEN,243,0,107,0,0.0,0.440329,0.0,0.0,0.866505,0.0,0.008175,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\3.MOV,FATHER,243,0,85,0,0.0,0.349794,0.0,0.0,0.759937,0.0,0.009047,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\4.MOV,MOTHER,243,0,79,0,0.0,0.325103,0.0,0.0,0.779885,0.0,0.009999,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\5.MOV,UNDERSTAND,243,0,81,0,0.0,0.333333,0.0,0.0,0.942822,0.0,0.011785,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\6.MOV,SUGAR,243,0,88,0,0.0,0.36214,0.0,0.0,0.939143,0.0,0.010795,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\7.MOV,SUNDAY,243,0,81,0,0.0,0.333333,0.0,0.0,1.106766,0.0,0.013835,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\8.MOV,MONDAY,243,0,86,0,0.0,0.353909,0.0,0.0,1.091723,0.0,0.012844,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\16\9.MOV,COUSIN,243,0,79,0,0.0,0.325103,0.0,0.0,0.853725,0.0,0.011087,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\0.MOV,DEAF BLIND,243,77,103,77,0.316872,0.423868,0.316872,0.352683,0.843513,0.004641,0.00827,RIGHT,0.316872,0.418112,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\1.MOV,FEBRUARY,243,25,73,25,0.102881,0.300412,0.102881,0.198958,0.656118,0.009474,0.009241,RIGHT,0.102881,0.303235,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\10.MOV,YESTERDAY,243,35,51,34,0.144033,0.209877,0.139918,0.338695,0.608515,0.010263,0.01217,RIGHT,0.144033,0.556593,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\11.MOV,DON’T KNOW,243,34,52,34,0.139918,0.213992,0.139918,0.282875,0.664916,0.00884,0.013298,RIGHT,0.139918,0.42543,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\12.MOV,WEDNESDAY,243,37,49,36,0.152263,0.201646,0.148148,0.308252,0.599665,0.008807,0.012493,RIGHT,0.152263,0.51404,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\13.MOV,UNDERSTAND,243,34,47,34,0.139918,0.193416,0.139918,0.492395,0.60967,0.015387,0.013254,RIGHT,0.139918,0.807642,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\14.MOV,HARD OF HEARING,243,38,51,38,0.156379,0.209877,0.156379,0.406007,0.589582,0.0116,0.011792,RIGHT,0.156379,0.688635,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\15.MOV,NOVEMBER,243,52,65,50,0.213992,0.26749,0.205761,0.695186,0.799879,0.013904,0.012696,RIGHT,0.213992,0.869114,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\16.MOV,BLIND,243,78,57,56,0.320988,0.234568,0.230453,0.945269,0.433515,0.012438,0.008337,LEFT,0.234568,0.458615,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\17.MOV,COLD,243,84,64,64,0.345679,0.263374,0.263374,1.173179,0.597601,0.014135,0.009639,LEFT,0.263374,0.509386,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\18.MOV,GREEN,243,111,98,97,0.45679,0.403292,0.399177,1.312158,0.599878,0.012038,0.006249,LEFT,0.403292,0.457169,TWO_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\19.MOV,IM FINE,243,90,79,79,0.37037,0.325103,0.325103,1.036349,1.274409,0.011912,0.016339,RIGHT,0.37037,0.8132,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\2.MOV,JUNE,243,45,81,45,0.185185,0.333333,0.185185,0.180661,0.949434,0.004106,0.011868,RIGHT,0.185185,0.190283,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\17\20.MOV,SEVEN,243,99,88,87,0.407407,0.36214,0.358025,0.918155,1.080123,0.009466,0.01256,RIGHT,0.407407,0.850047,TWO_HANDED
