label,signer,batch,file,status,shape,error
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_057_EAD68466.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_058_DA7C605C.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_059_B729DCF2.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_060_BB308DFD.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_061_2D9F0897.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_062_DB2BBA91.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_063_D895D2BC.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_064_0566E053.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_065_AEEF4522.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_066_EAA36A44.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_067_10D16026.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_068_4A94A68F.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_069_F6CABB84.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_070_062080F5.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_001_E60B6D22.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_002_957C5D35.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_003_CC6FB4FF.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_004_5869D955.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_005_898C3A8E.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_006_EC7D157F.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_007_37389E30.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_008_54259549.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_009_BDB42C61.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_010_2A519C2D.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_011_AF771407.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_012_34B2FF40.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_013_642D2B12.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_014_C58E04F0.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_015_1223F680.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_016_0870F111.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_017_8C2D3594.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_018_9084266E.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_019_B37F4B14.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_020_81CC5EC5.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_021_FAA45E59.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_022_02004160.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_023_2A3A732D.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_024_DC73B8ED.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_025_CBC311E2.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_026_C5009A15.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_027_FF23DA52.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_028_56361B7A.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_029_6B2EAEA0.npy,ok,"(30, 225)",
HELLO,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_030_087F83BC.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_031_A49B07C7.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_032_6423457C.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_033_5110ED99.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_034_EBCA563F.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_035_FE0121D1.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_036_91C85E4F.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_037_9AB76D18.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_038_0F431EC9.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_039_D95DBD22.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_040_AFCE553B.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_041_7ED4922A.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_042_EF592D65.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_043_B9E160B9.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_044_8FC84460.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_045_FE4D9197.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_046_169B0452.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_047_9408AF94.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_048_5113331F.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_049_75C27BB5.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_050_E91AC660.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_051_17116DE7.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_052_6CDA3AE0.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_053_3404BD84.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_054_37667709.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_055_D4B55593.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_056_4789B02E.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_057_DC5C4F89.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_058_C956FC0D.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_059_B14B32F6.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_060_479B5F33.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_061_5D148986.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_062_25790BFC.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_063_57DEE560.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_064_3DC469A3.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_065_9479BBEA.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_066_39B29013.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_067_DE7D1109.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_068_F6E85F5D.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_069_CB5B6E41.npy,ok,"(30, 225)",
HELLO,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\MARIELLA_DIRECT_HELLO_070_BD3E5720.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_001_BDAEFB9E.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_002_145E2CCE.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_003_91562E15.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_004_9D182642.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_005_CE033E6F.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_006_0B32BB33.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_007_8314150D.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_008_28E5430B.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_009_CC6A121A.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_010_43433660.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_011_73524089.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_012_E0BDD4E7.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_013_8EBE3D9A.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_014_3C27BB2A.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_015_3E761A59.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_016_6A66C051.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_017_01EAD258.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_018_032ACFEF.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_019_7486D173.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_020_4FDC7765.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_021_97A4A843.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_022_2BD9F3A4.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_023_CAE2CBD2.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_024_60E36D0E.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_025_57277D31.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_026_603A5E9F.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_027_4DEA08EB.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_028_D996A7C9.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_029_6DB6940F.npy,ok,"(30, 225)",
THANKYOU,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\ANASTACIA_DIRECT_THANKYOU_030_2255404E.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_031_43700679.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_032_5F8AB8BA.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_033_A4F0CFE8.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_034_75FAE991.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_035_8744ACD3.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_036_6302E26E.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_037_05097C6A.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_038_45307CB7.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_039_F3F87E61.npy,ok,"(30, 225)",
THANKYOU,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\THANKYOU\MARIELLA_DIRECT_THANKYOU_040_59540582.npy,ok,"(30, 225)",
